label,text
1,"FRENCH MARKET TALK OF SYRIAN WHEAT PURCHASES
  Syria may have bought 80,000 tonnes of
  French soft wheat, some traders here said.
      But others said it may instead have given payment
  guarantees to allow for the shipping of an old contract to go
  ahead.
      Syria has bought around 320,000 tonnes of soft French wheat
  since the beginning of the 1986/87 campaign, of which only
  121,000 tonnes had been exported by the end of last month.
      The country also bought around 30,000 tonnes of EC soft
  wheat 12 days ago at 80 to 81 dlrs a tonne, fob, they said.
  

"
1,"U.S. 87 WINTER WHEAT PLANTINGS 48,195,000  ACRES, DURUM 3,137,000, OTHER SPRING 13,515,000

  U.S. 87 WINTER WHEAT PLANTINGS 48,195,000  ACRES, DURUM 3,137,000, OTHER SPRING 13,515,000
  

"
1,"ASCS BUYS PROCESSED PRODUCTS FOR DOMESTIC USE
  The Agricultural Stabilization and
  Conservation Service (ASCS) bought 25.7 mln pounds of wheat
  flour at a cost of 2.8 mln dlrs for domestic shipment April
  1-15 and April 16-30, an ASCS spokesman said.
      ASCS also bought 11.1 mln pounds of bakers flour for 1.1
  mln dlrs, 1.9 mln pounds of pasta for 408,258 dlrs, 1.4 mln
  pounds of processed cereal products for 304,043 dlrs, 4.8 mln
  pounds of corn products for 474,944 dlrs, and 16.3 mln pounds
  of milled rice for 2.0 mln dlrs.
  

"
1,"AUSTRALIAN WHEAT BOARD RENEWS JAPAN SUPPLY PACT
  The Australian Wheat Board (AWB)
  expects to sell about 900,000 tonnes of wheat to the Japanese
  Food Agency this year after renewing its annual supply
  agreement, AWB general manager Ron Paice said.
      Under the agreement, the AWB makes the wheat available and
  sells into the Food Agency's regular tenders, he said in a
  statement.
      He noted that the Board has sold more than three mln tonnes
  to Japan in the past three years.
  

"
1,"ANALYST SAYS USSR WINTER GRAINS HURT BY WEATHER
  The Soviet Union's winter grain
  crop is likely to have suffered losses due to dry planting
  conditions last fall and severe cold this winter, an analyst of
  world weather and crop conditions said.
      Grain analyst and meteorologist Gail Martell, author of the
  EF Hutton publication ""Global Crop News,"" said in her latest
  report that the Soviets may import more grain, possibly wheat,
  from the U.S. due to potential crop damage.
      ""Compared with last year, the outlook (for the Soviet
  winter grain crop) is far more pessimistic,"" she said. ""But
  it's still too early to talk about disastrous losses. A lot
  will depend on spring weather, not only for the outcome of the
  troubled winter grain crop, but also for spring planting.""
      Martell said the dry weather conditions last fall probably
  prevented optimal seed germination for winter grains. Key wheat
  growing areas of the southern Ukraine and North Caucasus
  received on 25-35 pct of autumn precipitation, she said.
      The bitter winter cold temperatures -- which broke record
  lows that had stood for four decades -- also may have taken its
  toll on Soviet winter crops, she said.
      However, she noted that most of the southern grain belt had
  ample snow cover, which should have well-insulated the majority
  of crop areas from severe frost damage.
      The USSR has already bought 20 to 21 mln tonnes of grains
  in the July 1986/June 1987 marketing year, primarily from
  Canada, the European Community, Argentina and Australia,
  Martell said.
      She cited a number of reasons besides possible crop
  problems that might point to additional Soviet import demand.
      Last fall's dry weather may limit livestock grazing on
  moisture-depleted pastures, while the cold winter weather
  necessitated supplemental feeding to keep livestock healthy.
      Martell was also skeptical of a Soviet claim for a 1986
  grain harvest of 210 mln tonnes, and said the Chernobyl
  accident may have contaminated more grain than originally
  thought and have to be made up with imports.
      However, she said the U.S. remains a supplier of last
  resort for the Soviet Union, noting that the Soviets have only
  just recently begun their first U.S. grain purchases of the
  1986/87 season by buying 2.25 mln tonnes of corn.
      Martell cited USDA statistics showing that since the 1980
  grain embargo the U.S. is only a major supplier of grain to the
  USSR during years of heavy Soviet demand.
      In 1984/85, the U.S. supplied 41 pct of record Soviet grain
  imports of 55.5 mln tonnes. But in 1985/86, the Soviet Union
  bought 29.9 mln tonnes of grain and turned to the U.S. for only
  24 pct of that total.
      While the USDA Soviet import target for grain for 1986/87
  was 22 mln tonnes, many U.S. grain analysts have revised their
  estimates of Soviet imports up to 25-28 mln tonnes, she said.
  

"
0,"U.S. FEEDGRAINS GROUP ATTACKS CANADA CORN RULING
  The U.S. Feedgrains Council is
  surprised and disappointed by the Canadian Import Tribunal's
  decision that imports of corn from the U.S. are materially
  injuring Canadian corn producers, a council spokesman said.
      ""At a time when the world is attempting to liberalize trade
  in the new rounnd of multilateral negotiations, it is
  incomprehensible that a country that stands to gain so much
  from the reduction in agricultural trade barriers would
  threaten that process by caving in to pressures for
  protectionism,"" council president Darwin E. Stolte said.
      Canada's finding will strain the U.S./Canadian trading
  relationship, could damage the future of U.S. feedgrains 
  support for the free trade negotiations, and also negatively
  impact farm trade reform with other nations, the council said.
  

"
1,"EC GRANTS 25,000 TONNES BARLEY, 80,000  FRENCH MAIZE LICENCES, REJECTS WHEAT - TRADERS

  EC GRANTS 25,000 TONNES BARLEY, 80,000  FRENCH MAIZE LICENCES, REJECTS WHEAT - TRADERS
  

"
1,"U.S. MARKET LOAN NOT THAT ATTRACTIVE-BOSCHWITZ
  A marketing loan for U.S. wheat,
  feedgrains and soybeans would do nothing to help the surplus
  production situation and would be extremely costly, Sen. Rudy
  Boschwitz (R-Minn.) said.
      ""I think I would not support a marketing loan now,"" he told
  the House agriculture subcommittee on wheat, soybeans and
  feedgrains. Boschwitz was one of the original supporters of a
  marketing loan for cotton and rice, but has since focused
  support on decoupling legislation, the Boren/Boschwitiz bill.
      A market loan for grains and soybeans would encourage more
  production, especially in high-yielding areas, would be much
  more expensive than the current cotton and rice marketing loans
  and not increase exports significantly, he said.
  

"
1,"U.S. WHEAT GROWERS WANT EEP TO SOVIET UNION
  The U.S. National Association of
  Wheat Growers (NAWG) urged the Reagan administration offer the
  Soviet Union wheat under the export enhancement program (eep).
      In a letter to Agriculture Secretary Richard Lyng, NAWG
  stated its ""strong support"" for an eep offer to Moscow.
      ""We believe that a solid case continues to exist for Soviet
  EEP eligibility, and the recently announced and reported Soviet
  purchases of U.S. corn indicate a Soviet willingness to
  purchase U.S. grain if it is competitively priced,"" NAWG said.
      ""Consequently, we believe it is important to renew the U.S.
  eep offer and do all that is reasonably possible to ensure
  mutual adherence to the terms of the U.S.-Soviet grain
  agreement,"" the letter said.
  

"
0,"USDA NOT PLANNING ANY MAJOR PRICING CHANGES
  The Agriculture Department is not
  considering any major changes in its pricing system for posted
  county prices, an Agriculture Department offical said.
      ""We do not have current plans to make any major adjustments
  or changes in our pricing,"" said Bob Sindt, USDA assistant
  deputy administrator for commodity operations.
      U.S. grain traders and merchandisers said earlier this week
  USDA might act soon to reduce the cash corn price premium at
  the Gulf versus interior price levels by dropping ASCS posted
  prices to encourage interior PIK and roll movement.
      But Sindt denied USDA is planning any such changes.
      ""If people are suggesting that we are going to make
  wholesale changes in pricing, we are not considering this,"" he
  said.
      Sindt, however, did not rule out the possiblity of
  implementing more minor changes in its pricing system.
      ""We are continually monitoring the whole nationwide
  structure to maintain its accuracy,"" he said. ""If we become
  convinced that we need to make a change, then appropriate
  adjustments will be made.""
      Sindt acknowledged that concern has been voiced that USDA's
  price differentials between the New Orleans Gulf and interior
  markets are not accurate because of higher than normal barge
  freight rates.
      He said commodity operations deputy administrator Ralph
  Klopfenstein is currently in the midwest on a speaking tour and
  will meet with ASCS oficials in Kansas City next week.
      Sindt said a number of issues will be discussed at that
  meeting, including the current concern over the gulf corn
  premiums.
      He defended the USDA differentials, saying that these price
  margins reflect an average of prices throughout the year and
  that seasonal factors will normally cause prices to increase or
  decrease.
      The USDA official also said that only those counties that
  use the Gulf to price grain are being currently affected by the
  high barge freight tariffs and increased gulf prices.
      When asked if the USDA emergency storage program which
  allows grain to be stored in barges was taking up barge space
  and accounting for the higher freight rates, Sindt discounted
  the idea.
      He said USDA has grain left in only about 250 barges and
  that, under provisions of the program, these all have to be
  emptied by the end of March.
  

"
1,"U.S. WHEAT GROWERS SET STATE DEPT TRADE MEETING
  The National Association of Wheat
  Growers, NAWG, board of directors is scheduled to meet
  Secretary of State George Schultz and Undersecretary of State
  Allen Wallis to discuss the Department's current role in farm
  trade policy, the association said.
      NAWG President Jim Miller said in a statement that the
  organization wanted to convey to Secretary Schultz the
  importance that exports hold for U.S. agriculture and the
  degree to which farmers are dependent upon favorable State
  Department trade policies to remain profitable.
      ""Foreign policy decisions of the U.S. State Department have
  in the past severely hampered our efforts to move our product
  to overseas markets,"" he said.
      Miller noted Secretary Schultz is scheduled to meet next
  month with representatives of the Soviet Union, and the NAWG
  ""wanted to be certain the secretary was aware of our concerns
  regarding the reopening of wheat trade with the Soviet Union.""
      The annual spring NAWG board of directors meeting is held
  in Washington to allow grower-leaders from around the country
  to meet with their state congressional delegations and members
  of the executive branch.
      The purpose is to discuss the current situation for
  producing and marketing wheat and help set the legislative and
  regulatory agenda for the coming year, the NAWG statement said.
  

"
1,"FRENCH CEREAL EXPORTS THROUGH ROUEN FALL
  French cereal exports through the port of
  Rouen fell 6.4 pct to 725,023 tonnes during the period February
  1 to 25, from 774,704 for the period February 1 to 26 last
  year, trade sources said.
      Main destinations were Saudi Arabia with 158,109 tonnes of
  barley, the Soviet Union 147,214 of wheat, Italy 104,704 of
  wheat, Spain 91,381 of wheat and maize, China 52,500 of wheat
  and Algeria 41,000 of wheat.
      Between February 26 and today, five ships have loaded
  137,000 tonnes of cereals, the sources added.
      The 137,000 tonnes comprised 59,500 tonnes of wheat for
  China, 53,000 of wheat for the Soviet Union and 24,500 of wheat
  for Algeria.
      By this Friday, sources estimated a further 233,600 tonnes
  of cereals will have been loaded, comprising 47,000 tonnes of
  barley, 78,600 of wheat and 25,000 of rapeseed for the Soviet
  Union, 30,000 of wheat for Sri Lanka, 28,000 of wheat for China
  and 25,000 of wheat for Poland.
  

"
0,"ZIMBABWE MAIZE OUTPUT TO FALL 65 PCT
  Maize deliveries to Zimbabwe's
  state-owned Grain Marketing Board (GMB) will fall by over 65
  pct this year, following a prolonged dry spell, agricultural
  industry sources said.
      They said 1987 maize deliveries are expected to decline to
  around 520,000 tonnes from 1.6 mln tonnes last year. About 60
  pct of the maize will be delivered by large-scale commercial
  farmers and the balance by small-scale peasant producers.
      Although this will be the lowest level of maize deliveries
  since 1980, the sources said there is no danger of a food
  shortage in Zimbabwe.
      While annual maize consumption is estimated at 750,000
  tonnes, the GMB stockpile is currently around 1.8 mln tonnes,
  which means that even with the sharply reduced production this
  year Zimbabwe has enough maize for the next three years.
      The sources said the lower maize crop would be offset by a
  25 pct increase in cotton production to 315,000 tonnes from
  248,000 tonnes last year, and by a rise of 20 pct in soybean
  deliveries to 100,000 tonnes from 84,000 tonnes in 1986.
  

"
1,"PL 480 COMMODITIES FOR HONDURAS -- USDA
  The United States has signed a
  Public Law 480 agreement with Honduras to provide for the sale
  of 12.0 mln dlrs worth of U.S. agricultural commodities, the
  U.S. Agriculture Department said.
      The agreement, signed March 11, provides for the sale of
  about 75,000 tonnes of wheat/wheat flour worth 8.5 mln dlrs,
  15,000 tonnes of corn/sorghum worth 1.5 mln dlrs and 6,000
  tonnes of tallow worth 2.0 mln dlrs, the department said.
      The commodities will be supplied in the current fiscal
  year, ending September 30, and sales will be by private U.S.
  traders on a competitive bid basis.
      Purchase authorizations will be announced as issued.
  

"
1,"MARKET LOAN COULD BE PINNED TO U.S. TRADE BILL
  Sen. David Pryor, D-Ark., said
  he was considering amending the Senate Finance Committee's
  trade bill with a provision to require a marketing loan for
  soybeans, corn and wheat.
      Pryor told the Futures Industry Association that there was
  great reluctance among members of the Senate Agriculture
  Committee to reopen the 1985 farm bill, and that a marketing
  loan might have a better chance in the Finance panel.
      The Arkansas senator said the marketing loan -- which in
  effect allows producers to pay back their crop loans at the
  world price -- had led to a 300 pct increase in U.S. cotton
  exports in 14 months and a 72 pct increase in rice exports.
      Pryor serves on both the Senate Finance and Agriculture
  Committees.
  

"
0,"SOVIET SOYMEAL IMPORTS SEEN RISING IN 1987
  Soviet imports of soymeal may reach or
  exceed one mln tonnes between January and September this year,
  the Oil World newsletter said.
      Oil World said it was likely the Soviet Union would reduce
  soybean imports and step up significantly its imports of meal.
      At least 500,000 tonnes of soymeal may be shipped from the
  European Community and South America in the January/March
  quarter, with additional large quantities likely to be imported
  in the April and July quarters from Argentina and Brazil, it
  said. No figures were given for imports in the corresponding
  periods of 1986.
      The change made sense in view of the recent purchases of
  probably 250,000 tonnes of West European and Polish rapeseed
  and large scale butter imports that were expected from March
  onward, it said.
      Oil World said substantial losses of Soviet winter grain
  area due to recent severe frosts were probably behind the
  recent pick-up in Soviet purchases of U.S. Corn.
      It noted that an additional one mln tonnes of U.S. Corn had
  been bought recently by the Soviet Union.
  

"
1,"LYNG SAYS NO DECISIONS TAKEN AT CABINET COUNCIL
  U.S. Agriculture Secretary Richard
  Lyng said no decisions were taken today at a White House
  Economic Policy Council meeting.
      Speaking to reporters on his return from the meeting, Lyng
  said only about five minutes of the session dealt with
  agriculture issues.
      ""It was not a decision making meeting,"" Lyng said.
      Aides to Lyng earlier said the administration's agriculture
  legislative proposals would be the farm-related topic on the
  agenda. Lyng would not comment on what farm issues were
  discussed.
      Asked how he would respond to farm groups and Congressmen
  urging the U.S. to offer a wheat bonus to the Soviet Union,
  Lyng said he would be listen but be ""non-committal.""
  

"
0,"TORRENTIAL RAINS HALT ARGENTINE GRAIN HARVEST
  Torrential rains throughout
  Argentina's grain-producing areas virtually paralysed coarse
  grain harvesting in the week to yesterday, trade sources said.
      Sunflower, maize and sorghum harvests were particularly
  affected, they said. But the rains proved to be a great aid to
  soybean crops as their harvesting will not begin until April or
  May.
      The rains did no damage to maize, sunflower and sorghum
  crops though fresh rains in similar volume could reduce yields
  and cut the total volume of this year's harvest.
      Rainfall measured between 15 and 270 mm in Buenos Aires,
  with the heaviest rains in the province's western sectors,
  between 15 and 100 mm in Cordoba, 15 and 120 mm in La Pampa, 10
  and 75 mm in Santa Fe, 10 and 60 mm in Entre Rios, five and 40
  mm in Misiones, and five and 50 mm in San Luis.
      No rain was recorded in Corrientes, Chaco and Formosa.
      Growers did not revise their estimates for total volume of
  the coarse grain harvest over last week's estimates.
      Maize harvesting continued moving forward in central Santa
  Fe, though slowly. Growers had harvested seven to nine pct of
  total planted area, compared to five to seven pct last week.
      Total maize area planted for the 1986/87 harvest was
  estimated at between 3.58 and 3.78 mln hectares, or two to
  seven pct less than the 3.85 mln hectares planted in the
  1985/86 harvest.
      Maize production is expected to total between 10.4 and 11
  mln tonnes, or a drop of 17.5 to 19.4 pct over the 12.4 to 12.6
  mln tonnes harvested last year according to private estimates,
  or 18.9 to 21.9 pct lower than last year's volume, according to
  official figures.
      The sunflower harvest advanced to between seven and nine
  pct of total planted area.
      Two to 2.2 mln hectares have been planted with sunflowers
  for this harvest, down 29.9 to 36.3 pct from last year's figure
  of 3.14 mln hectares.
      Sunflower production is expected to total between 2.4 mln
  and 2.7 mln tonnes, which would mean a drop of between 34.1 and
  41.5 pct against the record 4.1 mln tonnes harvested in the
  1985/86 harvest.
      Grain sorghum harvesting inched forward to between two and
  four pct of total planted area, which this harvest is 1.23 to
  1.30 mln hectares or 10.3 to 15.2 pct less than the 1.45 mln
  hectares planted in the 1985/86 harvest.
      Sorghum production is expected to total between 3.2 mln and
  3.5 mln tonnes, or 16.7 to 22 pct less than the 4.1 to 4.2
  million tonnes harvested in 1985/86.
      Soybean production, by contrast, is expected to hit a
  record 8.0 to 8.4 mln tonnes, which would mean an increase of
  11.1 to 15.1 pct over last year's record figure of 7.2 to 7.3
  mln tonnes, according to private estimates. Official figures
  put last year's soybean harvest at 7.1 mln tonnes.
      Soybean crops were reported to be in generally very good
  condition, helped by abundant rains and high temperatures.
      Total soybean-planted area for the 1986/87 harvest is
  expected to be a record 3.7 to 3.8 mln hectares, up 10.8 to
  13.8 pct from last year's harvest figure of 3.34 mln hectares.
  

"
1,"GRAIN RESERVE HOLDINGS BREAKDOWN
  The U.S. Agriculture Department gave
  the following breakdown of grain remaining in the farmer-owned
  grain reserve as of April 1, in mln bushels, by reserve number
  --
               I    II  III    IV      V      VI
   Wheat      nil  nil  0.1   0.3    10.5  479.7
   Corn        --   --   --   4.1 1,231.9     --
   Sorghum-x   --   --   --   0.1    38.8     --
   Barley      --   --   --   0.1    73.9     --
   x - mln cwts. Note - USDA says above totals may not match
  total in reserve numbers.
  

"
1,"U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 18,345 WHEAT 11,470 CORN 34,940

  U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 18,345 WHEAT 11,470 CORN 34,940
  

"
1,"KANSAS EXCHANGE HITS CFTC POSITION LIMIT PLAN
  The Kansas City Board of Trade,
  KCBT, has asked federal futures regulators to modify a proposal
  to raise the Chicago Board of Trade's, CBT, speculative
  position limits on wheat futures contracts, saying the plan
  would put the the Kansas exchange ""at a serious competitive
  disadvantage.""
      The Commodity Futures Trading Commission, CFTC, last month
  proposed raising CBT wheat speculative limits to 1,200
  contracts all months net from 600 contracts, and to 900
  contracts for any single month from 600 contracts.
      At the same time, CFTC proposed leaving KCBT's wheat
  speculative position limits unchanged.
      ""Higher limits for CBT wheat than for KCBT wheat would
  significantly impair the KCBT's ability to compete with the CBT
  for speculative interest,"" Michael Braude, president of the
  Kansas exchange, said in a letter to CFTC.
      A CFTC spokesman said the commission took into account open
  interest affected by existing speculative limits in proposing
  to raise CBT's limits.
      KCBT said the CFTC proposal would reduce hedging
  efficiency, constrain growth of intermarket spreading and of
  the exchange's wheat options contract and impair its ability to
  attract large speculators.
      The Kansas City exchange asked the commission to amend its
  proposal to change the limits for KCBT wheat to the exact same
  bushel amount as specified for CBT wheat.
      CFTC will consider public comments on the proposal until
  June 3.
  

"
1,"EC TO MULL NEW DURUM WHEAT INTERVENTION RULES
  The European Commission is to consider
  proposed new higher minimum standards for sales of durum wheat
  into intervention stores, European Community sources said.
      They said a document drawn up by Commission officials
  proposes a reduction in the maximum humidity level to 13 pct
  from 14, an increase in the minimum weight to 78 kilos per
  hectolitre from 76, a tightening of other technical standards
  and introduction of some new ones.
      Current public stocks of durum wheat in the EC are 1.15 mln
  tonnes, of which almost 1.12 mln are in Italy.
  

"
0,"CCC CREDITS FOR HONDURAS SWITCHED TO WHITE CORN
  The Commodity Credit Corporation (CCC)
  announced 1.5 mln dlrs in credit guarantees previously
  earmarked to cover sales of dry edible beans to Honduras have
  been switched to cover sales of white corn, the U.S.
  Agriculture Department said.
      The department said the action reduces coverage for sales
  of dry edible beans to 500,000 dlrs and creates the new line of
  1.5 mln dlrs for sales of white corn.
      All sales under the credit guarantee line must be
  registered  and shipped by September 30, 1987, it said.
  

"
0,"CBT FEBRUARY VOLUME DOWN 14 PCT FROM YEAR AGO
  February volume at the Chicago Board of
  Trade, CBT, declined 14 pct from the year-ago month to
  8,191,266 contracts, the exchange said.
      A relatively steady interest rate climate reduced volume in
  the most active contract, Treasury bond futures, by 17.5 pct
  from a year ago to 4,307,645 contracts.
      However, trading in most agricultural futures contracts
  increased last month, led by oats and corn futures.
      Oats volume tripled to 27,662 contracts, and corn volume
  increased 35 pct to 580,204 contracts. Wheat and soybean oil
  futures activity also rose from a year ago, while soybean and
  soybean oil volume slipped, the exchange said.
      Major Market Index futures increased activity 37 pct during
  the month with 194,697 contracts changing hands.
  

"
1,"LYNG SAID TO HAVE NO COMMENT ON USSR WHEAT EEP
  U.S. Agriculture Secretary Richard
  Lyng told representatives of several of the largest grain
  exporting firms and two farm organizations that he was not in a
  position to comment on their request that the Reagan
  administration offer subsidized wheat to the Soviet Union,
  according to participants in today's meeting.
      ""He (Lyng) simply told us he was not in any position to talk
  about an EEP (export enhancement program) initiative to the
  Soviet Union,"" said Glen Hofer, vice president of the National
  Council of Farmer Cooperatives.
      Another participant in the meeting, who asked not to be
  identified, said Lyng was ""unresponsive"" to the group's request.
      Participants in the meeting included Cargill Inc,
  Continental Grain Co, Louis Dreyfus Corp, Union Equity
  Cooperative Exchange, the National Association of Wheat
  Growers, the National Council of Farmer Cooperatives, among
  others, participants said.
      Deputy Agriculture Secretary Peter Myers and Under
  Secretary Daniel Amstutz also attended the 30-minute meeting.
      Hofer described Lyng as ""sympathetic but noncommittal,"" and
  said he thought he detected ""a sense of frustration"" on Lyng's
  part at not being able to respond more positively to the
  group's urging.
      A grain industry representative said some participants were
  ""puzzled"" by USDA's apparent reluctance to bring before the
  cabinet council an EEP wheat offer to the Soviets.
      ""There is a feeling that there is more receptivity (to the
  idea) within the cabinet council now than there ever has been,""
  this official, who asked not to be identified, said, referring
  to an EEP wheat offer to the Soviets.
      This official said there was not a significant amount of
  pressure being exerted by lawmakers on Lyng to make an EEP
  offer to Moscow.
      Reminded that Senate Agriculture Committee Chairman Patrick
  Leahy (D-Vt.) had written two letters to Lyng urging such an
  offer, this official said Lyng had received virtually no phone
  calls from lawmakers on the subject.
      But Hofer said other important matters at the White House,
  rather than an absence of political pressure, might have
  restrained Lyng.
  

"
0,"HEAVY SIGNUP SEEN IN 1987 CORN PROGRAM - USDA
  With less than a week remaining to
  enroll in the 1987 feedgrains program, Agriculture Department
  officials said that final signup will probably exceed last
  year's level of 85 pct.
      Enrollment in USDA's basic acreage reduction program will
  likely total close to 90 pct, Agricultural Stabilization and
  Conservation Service, ASCS, officials said, with 50 to 70 pct
  of the enrolling farmers also expected to sign up for the paid
  land diversion program.
      The signup period of the 1987 feedgrains program officially
  ends at the close of the business day on March 30.
      USDA will release its official signup report around April
  15, an official said.
      USDA personnel in the corn belt states of Iowa, Illinois,
  and Indiana have been reporting heavy signup activity, an ASCS
  official told Reuters.
      A surge of acitivity is expected during this final week of
  signup, the official said.
      ""A lot of farmers have been dragging their feet because
  they were anticipating some changes in the program, but that
  doesn't look very likely now,"" he said.
      To enroll in the 1987 feedgrains program, farmers have to
  set aside 20 pct of the program acreage base, and have the
  option to idle an additional 15 pct under a paid land diversion
  program.
  

"
1,"U.K. INTERVENTION FEED WHEAT SOLD TO HOME MARKET
  A total of 126,031 tonnes of U.K.
  Intervention feed wheat was sold to the home market at this
  week's tender, provisional results show, the Home Grown Cereals
  Authority (HGCA), said.
      Actual prices were not reported but the wheat was sold at,
  or above, the March intervention price of 119.17 stg per tonne.
      Grain traders sought to buy about 340,000 tonnes.
  

"
1,"ANALYST SAYS USSR WINTER GRAINS HURT BY WEATHER
  The Soviet Union's winter grain
  crop is likely to have suffered losses due to dry planting
  conditions last fall and severe cold this winter, an analyst of
  world weather and crop conditions said.
      Grain analyst and meteorologist Gail Martell, author of the
  EF Hutton publication ""Global Crop News,"" said in her latest
  report that the Soviets may import more grain, possibly wheat,
  from the U.S. due to potential crop damage.
      ""Compared with last year, the outlook (for the Soviet
  winter grain crop) is far more pessimistic,"" she said. ""But
  it's still too early to talk about disastrous losses. A lot
  will depend on spring weather, not only for the outcome of the
  troubled winter grain crop, but also for spring planting.""
      Martell said the dry weather conditions last fall probably
  prevented optimal seed germination for winter grains. Key wheat
  growing areas of the southern Ukraine and North Caucasus
  received on 25-35 pct of autumn precipitation, she said.
      The bitter winter cold temperatures -- which broke record
  lows that had stood for four decades -- also may have taken its
  toll on Soviet winter crops, she said.
      However, she noted that most of the southern grain belt had
  ample snow cover, which should have well-insulated the majority
  of crop areas from severe frost damage.
      The USSR has already bought 20 to 21 mln tonnes of grains
  in the July 1986/June 1987 marketing year, primarily from
  Canada, the European Community, Argentina and Australia,
  Martell said.
      She cited a number of reasons besides possible crop
  problems that might point to additional Soviet import demand.
      Last fall's dry weather may limit livestock grazing on
  moisture-depleted pastures, while the cold winter weather
  necessitated supplemental feeding to keep livestock healthy.
      Martell was also skeptical of a Soviet claim for a 1986
  grain harvest of 210 mln tonnes, and said the Chernobyl
  accident may have contaminated more grain than originally
  thought and have to be made up with imports.
      However, she said the U.S. remains a supplier of last
  resort for the Soviet Union, noting that the Soviets have only
  just recently begun their first U.S. grain purchases of the
  1986/87 season by buying 2.25 mln tonnes of corn.
      Martell cited USDA statistics showing that since the 1980
  grain embargo the U.S. is only a major supplier of grain to the
  USSR during years of heavy Soviet demand.
      In 1984/85, the U.S. supplied 41 pct of record Soviet grain
  imports of 55.5 mln tonnes. But in 1985/86, the Soviet Union
  bought 29.9 mln tonnes of grain and turned to the U.S. for only
  24 pct of that total.
      While the USDA Soviet import target for grain for 1986/87
  was 22 mln tonnes, many U.S. grain analysts have revised their
  estimates of Soviet imports up to 25-28 mln tonnes, she said.
  

"
1,"U.S.-SOVIET GRAIN ACCORD QUESTIONED BY LYNG
  U.S. Agriculture Secretary Richard
  Lyng said he was not sure a long-term U.S.-Soviet grain
  agreement would be worth extending when it expires next year.
      ""It hasn't been worth much in the last two years....They
  haven't lived up to the agreement as I see it,"" Lyng said in an
  interview with Reuters.
      ""It would be my thought that it's not worth any effort to
  work out an agreement with someone who wants the agreement to
  be a one-sided thing,"" he said.
      However, Lyng said he did not want to make a ""definitive
  commitment one way or another at this point.""
      Under the accord covering 1983-88, the Soviets agreed to
  buy at least nine mln tonnes of U.S. grain, including four mln
  tonnes each of corn and wheat.
      Moscow bought 6.8 mln tonnes of corn and 153,000 tonnes of
  wheat during the third agreement year, which ended last
  September, and this year has bought one mln tonnes of corn.
      Lyng said he had no knowledge of how much U.S. grain Moscow
  would buy this year.
      ""I've seen people making comments on that and I don't know
  how they know, unless they talk to the Soviets,"" he said. ""I have
  no knowledge, and I really don't think anyone other than the
  Soviets have any knowledge.""
      Lyng said he thought the Soviets bought U.S. corn last
  month because ""they needed it and because the price was right.""
      ""Our corn has been pretty reasonably priced. And I think
  they've always found that our corn was good,"" he said.
  

"
1,"U.S. WHEAT BONUS TO SOVIET CALLED DORMANT
  The U.S. Agriculture Department is not
  actively considering offering subsidized wheat to the Soviet
  Union under the export enhancement program (EEP), senior USDA
  officials said.
      However, grain trade analysts said the proposal has not
  been ruled out and that an offer might be made, though not in
  the very near future.
      ""The grain companies are trying to get this fired up again,""
  an aide to Agriculture Secretary Richard Lyng said. ""But there
  just isn't much talk about it, informally or formally.""
      Most analysts interviewed by Reuters were more confident
  than USDA officials that bonus wheat would be offered to the
  Soviets, even though U.S. officials did not make such an offer
  when they held grain talks with Soviet counterparts earlier
  this week.
      But administration and private sources agreed that if the
  Reagan administration did decide to offer subsidized wheat to
  Moscow, it could take several months.
      ""I just don't see any proposal like that sailing through any
  interagency process,"" the aide to Lyng said.
      ""An export enhancement offer is not consummated overnight,""
  said one former USDA official, who noted that the
  administration took three months to decide in favor of selling
  China wheat under the subsidy program.
      An official representing a large grain trade company said
  deliberations within USDA might be nudged along by members of
  Congress, a number of whom urged USDA this week to make a wheat
  subsidy offer to the Soviets.
      But Lyng's aide said that during a day-long visit to
  Capitol Hill yesterday, House members did not press the
  secretary on the subsidy question a single time.
      The administration's interagency trade policy review group,
  comprised of subcabinet-level officials, has not been asked to
  clear a request to offer Moscow wheat under the EEP, officials
  at the U.S. Trade Representative's Office said.
      In their talks this week, the two sides discussed the
  administration's previous EEP offer but did not talk about any
  new initiative. One USDA official who took part in the
  consultations this week described them as an exchange of ""calm,
  basic, factual economics.""
      Another USDA official said there was ""not even an informal
  suggestion or hint"" that the Soviets would live up to their
  pledge to buy four mln tonnes of wheat this year if they were
  granted more favorable terms.
      USDA and private sources agreed that consideration of an
  EEP initiative by interagency review groups likely would be
  delayed because of disarray within the White House stemming
  from the Iran arms affair.
  

"
1,"JAPAN CUTTING CHINA CORN COMMITMENTS - USDA
  Japanese traders have apparently
  sharply reduced commitments to buy Chinese corn over the next
  six months due to high prices, the U.S. Agriculture Department
  said.
      In its World Production and Trade Report, the department
  said traders indicated China may lack supplies or be unwilling
  to sell at current low world prices.
      If the reports are confirmed, China's major export
  destinations such as USSR, Japan, and South Korea, could
  increase purchases of U.S. corn, it said.
      China is currently forecast to export 5.5 mln tonnes of
  corn during 1986/87 (Oct-Sept), it said.
  

"
